Class,Lines,Lines,Lines,Lines,Average,Average,Average,Maximum,Ratio,LCOM,DIT,IFANIN,CBO,NOC,RFC,NIM,NIV,WMC
OpenMM::ReferenceCalcAmoebaVdwForceKernel,137,11,104,22,18,0,3,5,0.21%,47,2,1,9,0,15,5,14,5
OpenMM::ReferenceCalcAmoebaWcaDispersionForceKernel,96,9,65,22,10,0,1,3,0.34%,55,2,1,8,0,15,5,13,5
OpenMM::ReferenceCalcCMAPTorsionForceKernel,98,4,72,22,17,0,4,10,0.31%,25,2,1,8,0,14,4,3,4
OpenMM::ReferenceCalcCustomAngleForceKernel,97,6,68,23,12,0,3,5,0.34%,37,2,1,11,0,15,5,7,5
OpenMM::ReferenceCalcCustomBondForceKernel,96,6,67,23,12,0,3,5,0.34%,37,2,1,11,0,15,5,7,5
OpenMM::ReferenceCalcCustomCompoundBondForceKernel,108,10,73,25,15,1,3,7,0.34%,36,2,1,10,0,15,5,5,5
OpenMM::ReferenceCalcCustomExternalForceKernel,95,6,66,23,12,0,3,5,0.35%,40,2,1,10,0,15,5,9,5
OpenMM::ReferenceCalcCustomGBForceKernel,192,14,151,27,29,1,6,20,0.18%,56,2,1,11,0,15,5,18,5
OpenMM::ReferenceCalcCustomHbondForceKernel,160,12,122,26,25,1,5,12,0.21%,46,2,1,11,0,15,5,10,5
OpenMM::ReferenceCalcCustomManyParticleForceKernel,94,4,68,22,12,0,3,5,0.32%,43,2,1,8,0,15,5,6,5
OpenMM::ReferenceCalcCustomNonbondedForceKernel,188,20,138,30,29,2,6,11,0.22%,48,2,1,13,0,15,5,18,5
OpenMM::ReferenceCalcCustomTorsionForceKernel,98,6,69,23,13,0,3,5,0.33%,37,2,1,11,0,15,5,7,5
OpenMM::ReferenceCalcDrudeForceKernel,164,14,123,27,33,1,5,10,0.22%,25,2,1,7,0,14,4,12,4
OpenMM::ReferenceCalcForcesAndEnergyKernel,60,0,32,29,6,0,1,3,0.91%,50,2,1,5,0,14,4,1,4
OpenMM::ReferenceCalcGBSAOBCForceKernel,90,2,67,21,11,0,2,3,0.31%,40,2,1,9,0,15,5,3,5
OpenMM::ReferenceCalcGBVIForceKernel,87,10,62,15,15,0,2,4,0.24%,41,2,1,8,0,13,4,3,4
OpenMM::ReferenceCalcHarmonicAngleForceKernel,77,2,54,21,9,0,2,4,0.39%,19,2,1,8,0,15,5,3,5
OpenMM::ReferenceCalcHarmonicBondForceKernel,78,2,55,21,9,0,2,4,0.38%,19,2,1,8,0,15,5,3,5
OpenMM::ReferenceCalcNonbondedForceKernel,192,8,159,25,30,0,6,11,0.16%,44,2,1,11,0,15,5,16,5
OpenMM::ReferenceCalcPeriodicTorsionForceKernel,80,2,57,21,9,0,2,4,0.37%,19,2,1,8,0,15,5,3,5
OpenMM::ReferenceCalcRBTorsionForceKernel,86,2,63,21,11,0,2,4,0.33%,19,2,1,8,0,15,5,3,5
OpenMM::ReferenceCCMAAlgorithm,335,33,253,50,26,1,4,18,0.20%,72,1,1,6,0,12,9,11,9
OpenMM::ReferenceCCMAAlgorithm::AngleInfo,10,0,10,0,4,0,1,1,0.00%,0,0,0,0,0,1,1,4,1
OpenMM::ReferenceCMAPTorsionIxn,182,27,118,37,30,1,2,5,0.31%,41,1,1,2,0,10,4,3,4
OpenMM::ReferenceConstraintAlgorithm,27,3,8,16,1,0,1,1,2.00%,0,0,0,1,5,3,3,0,3
OpenMM::ReferenceConstraints,187,17,141,29,40,3,7,22,0.21%,33,1,1,7,0,9,6,2,6
OpenMM::ReferenceContinuous1DFunction,38,0,38,0,5,0,1,2,0.00%,43,1,1,3,0,10,5,6,5
OpenMM::ReferenceContinuous2DFunction,54,0,54,0,8,0,2,5,0.00%,49,1,1,4,0,10,5,11,5
OpenMM::ReferenceContinuous3DFunction,65,0,65,0,10,0,3,7,0.00%,49,1,1,4,0,10,5,15,5
OpenMM::ReferenceCustomAngleIxn,146,29,88,29,32,2,4,9,0.33%,60,1,1,5,0,11,5,7,5
OpenMM::ReferenceCustomBondIxn,116,25,65,26,22,1,2,4,0.40%,60,1,1,4,0,11,5,7,5
OpenMM::ReferenceCustomCompoundBondIxn,299,35,218,46,24,1,4,16,0.21%,67,1,1,6,0,13,6,7,7
OpenMM::ReferenceCustomCompoundBondIxn::AngleTermInfo,11,0,11,0,3,0,1,1,0.00%,28,0,0,2,0,1,1,7,1
OpenMM::ReferenceCustomCompoundBondIxn::DihedralTermInfo,14,0,14,0,3,0,1,1,0.00%,45,0,0,2,0,1,1,11,1
OpenMM::ReferenceCustomCompoundBondIxn::DistanceTermInfo,10,0,10,0,3,0,1,1,0.00%,19,0,0,2,0,1,1,5,1
OpenMM::ReferenceCustomCompoundBondIxn::ParticleTermInfo,9,0,9,0,3,0,1,1,0.00%,0,0,0,2,0,1,1,4,1
OpenMM::ReferenceCustomDynamics,333,24,255,54,41,1,10,47,0.21%,78,1,1,16,0,19,8,16,8
OpenMM::ReferenceCustomExternalIxn,130,19,86,25,25,1,2,3,0.29%,60,0,0,4,0,5,5,21,5
OpenMM::ReferenceCustomGBIxn,618,64,375,179,27,1,5,10,0.48%,67,0,0,4,0,13,13,17,13
OpenMM::ReferenceCustomHbondIxn,358,47,237,74,20,1,3,16,0.31%,72,1,1,7,0,16,9,12,10
OpenMM::ReferenceCustomHbondIxn::AngleTermInfo,11,0,11,0,3,0,1,1,0.00%,28,0,0,2,0,1,1,7,1
OpenMM::ReferenceCustomHbondIxn::DihedralTermInfo,14,0,14,0,3,0,1,1,0.00%,45,0,0,2,0,1,1,11,1
OpenMM::ReferenceCustomHbondIxn::DistanceTermInfo,10,0,10,0,3,0,1,1,0.00%,19,0,0,2,0,1,1,5,1
OpenMM::ReferenceCustomManyParticleIxn,427,51,310,66,30,1,5,27,0.21%,81,0,0,10,0,13,12,18,13
OpenMM::ReferenceCustomManyParticleIxn::AngleTermInfo,11,0,11,0,3,0,1,1,0.00%,28,0,0,2,0,1,1,7,1
OpenMM::ReferenceCustomManyParticleIxn::DihedralTermInfo,14,0,14,0,3,0,1,1,0.00%,45,0,0,2,0,1,1,11,1
OpenMM::ReferenceCustomManyParticleIxn::DistanceTermInfo,10,0,10,0,3,0,1,1,0.00%,19,0,0,2,0,1,1,5,1
OpenMM::ReferenceCustomManyParticleIxn::ParticleTermInfo,9,0,9,0,3,0,1,1,0.00%,0,0,0,2,0,1,1,4,1
OpenMM::ReferenceCustomNonbondedIxn,306,48,171,89,22,2,4,16,0.52%,67,0,0,6,0,8,8,15,8
OpenMM::ReferenceCustomTorsionIxn,163,40,91,32,38,3,3,5,0.35%,60,1,1,4,0,11,5,7,5
OpenMM::ReferenceDiscrete1DFunction,29,0,29,0,3,0,1,2,0.00%,60,1,1,3,0,10,5,2,5
OpenMM::ReferenceDiscrete2DFunction,31,0,31,0,3,0,1,2,0.00%,60,1,1,3,0,10,5,4,5
OpenMM::ReferenceDiscrete3DFunction,32,0,32,0,4,0,1,2,0.00%,60,1,1,3,0,10,5,5,5
OpenMM::ReferenceDrudeKernelFactory,14,0,14,0,10,0,4,4,0.00%,0,1,1,12,0,3,1,0,1
OpenMM::ReferenceDynamics,256,75,68,113,11,3,1,2,1.66%,74,0,0,4,6,11,11,6,11
OpenMM::ReferenceForce,144,22,68,54,6,0,1,2,0.79%,73,0,0,4,1,8,2,0,8
OpenMM::ReferenceGBVI,880,220,410,250,32,3,2,16,0.61%,81,0,0,3,0,22,13,2,22
OpenMM::ReferenceHarmonicBondIxn,104,32,40,32,21,3,1,3,0.80%,0,1,1,2,0,9,3,0,3
OpenMM::ReferenceIntegrateBrownianStepKernel,73,1,53,19,8,0,1,3,0.36%,63,2,1,11,0,15,5,6,5
OpenMM::ReferenceIntegrateCustomStepKernel,146,12,76,58,8,0,1,3,0.76%,70,2,1,11,0,27,13,5,13
OpenMM::ReferenceIntegrateDrudeLangevinStepKernel,140,12,103,25,21,1,3,10,0.24%,56,2,1,12,0,15,5,6,5
OpenMM::ReferenceIntegrateDrudeSCFStepKernel,133,16,89,28,16,1,3,6,0.31%,53,2,1,14,0,16,6,5,6
OpenMM::ReferenceIntegrateLangevinStepKernel,74,1,54,19,8,0,2,4,0.35%,63,2,1,11,0,15,5,6,5
OpenMM::ReferenceIntegrateRPMDStepKernel,377,40,287,52,36,2,8,34,0.18%,68,2,1,14,0,24,11,9,11
OpenMM::ReferenceIntegrateVariableLangevinStepKernel,76,1,54,22,8,0,2,5,0.41%,63,2,1,11,0,15,5,6,5
OpenMM::ReferenceIntegrateVariableVerletStepKernel,70,1,48,22,7,0,2,4,0.46%,55,2,1,10,0,15,5,4,5
OpenMM::ReferenceIntegrateVerletStepKernel,64,1,44,19,6,0,1,3,0.43%,55,2,1,10,0,15,5,4,5
OpenMM::ReferenceKernelFactory,70,0,70,0,66,0,32,32,0.00%,0,1,1,66,0,3,1,0,1
OpenMM::ReferenceLincsAlgorithm,300,54,158,88,20,2,3,9,0.56%,56,1,1,3,0,12,9,12,9
OpenMM::ReferenceLJCoulomb14,112,33,46,33,25,4,1,3,0.72%,0,1,1,2,0,9,3,0,3
OpenMM::ReferenceLJCoulombIxn,610,122,354,134,44,3,7,46,0.38%,71,0,0,6,0,10,10,16,10
OpenMM::ReferenceMonteCarloBarostat,100,19,49,32,12,1,2,6,0.65%,64,0,0,2,0,7,7,2,7
OpenMM::ReferenceObc,494,132,243,119,36,3,3,17,0.49%,74,0,0,3,0,13,13,3,13
OpenMM::ReferencePairIxn,61,17,14,30,9,3,1,1,2.14%,0,0,0,1,0,3,3,0,3
OpenMM::ReferencePlatform,88,0,88,0,8,0,1,1,0.00%,0,1,1,37,1,45,7,0,7
OpenMM::ReferencePlatform::PlatformData,29,0,29,0,8,0,1,1,0.00%,16,0,0,3,0,2,2,9,2
OpenMM::ReferenceProperDihedralBond,160,47,75,38,39,5,2,4,0.51%,0,1,1,2,0,9,3,0,3
OpenMM::ReferenceRbDihedralBond,175,50,87,38,45,5,2,6,0.44%,0,1,1,2,0,9,3,0,3
OpenMM::ReferenceRemoveCMMotionKernel,57,4,40,13,12,0,2,5,0.33%,33,2,1,6,0,12,3,3,3
OpenMM::ReferenceRpmdKernelFactory,9,0,9,0,5,0,2,2,0.00%,0,1,1,7,0,3,1,0,1
OpenMM::ReferenceSETTLEAlgorithm,251,26,185,40,40,2,1,2,0.22%,54,1,1,2,0,11,8,6,8
OpenMM::ReferenceStochasticDynamics,218,50,90,78,21,3,3,8,0.87%,66,1,1,7,1,17,6,3,6
OpenMM::ReferenceUpdateStateDataKernel,172,0,108,64,7,0,1,2,0.59%,66,2,1,9,0,34,15,1,15
OpenMM::ReferenceVariableStochasticDynamics,266,57,115,96,19,3,3,12,0.83%,71,1,1,7,0,19,8,4,8
OpenMM::ReferenceVariableVerletDynamics,153,28,79,49,17,2,4,16,0.62%,53,1,1,5,0,16,5,3,5
OpenMM::ReferenceVerletDynamics,125,31,56,38,26,3,4,11,0.68%,33,1,1,5,0,14,3,2,3
OpenMM::ReferenceVirtualSites,175,11,149,15,82,4,7,7,0.10%,0,0,0,8,0,4,2,0,4
OpenMM::ReferenceVirtualSitesKernel,23,0,13,10,2,0,1,1,0.77%,0,2,1,5,0,12,3,0,3
OpenMM::RemoveCMMotionKernel,21,0,10,11,2,0,1,1,1.10%,0,1,1,5,3,9,3,0,4
OpenMM::RPMDIntegrator,349,15,195,139,9,0,1,10,0.71%,84,1,1,13,0,37,25,11,25
OpenMM::RPMDMonteCarloBarostat,90,0,41,49,3,0,1,1,1.20%,73,1,1,3,0,18,9,3,10
OpenMM::RPMDMonteCarloBarostatImpl,142,13,119,10,15,1,2,13,0.08%,68,2,1,15,0,17,8,8,8
OpenMM::RPMDUpdater,4,0,4,0,0,0,0,0,0.00%,0,1,1,1,1,9,1,0,1
OpenMM::SerializationNode,294,0,155,139,5,0,1,3,0.90%,81,0,0,5,0,37,37,3,37
OpenMM::SerializationProxy,86,0,45,41,3,0,1,2,0.91%,85,0,0,5,49,14,9,1,14
OpenMM::SimTKOpenMMUtilities,401,79,177,145,16,1,2,8,0.82%,68,0,0,2,0,14,2,0,14
OpenMM::SplineFitter,807,64,591,152,61,3,10,39,0.26%,0,0,0,2,0,22,11,0,22
OpenMM::State,187,0,141,46,4,0,1,2,0.33%,75,0,0,4,0,18,18,9,18
OpenMM::State::StateBuilder,36,0,36,0,2,0,1,1,0.00%,0,0,0,4,0,8,8,1,8
OpenMM::StateProxy,129,1,126,2,41,0,8,14,0.02%,0,1,1,6,0,17,3,0,3
OpenMM::System,302,3,156,143,5,0,1,5,0.92%,79,0,0,6,0,22,22,5,22
OpenMM::System::ConstraintInfo,12,0,12,0,3,0,1,1,0.00%,0,0,0,0,0,2,2,3,2
OpenMM::SystemProxy,107,0,107,0,33,0,7,11,0.00%,0,1,1,9,0,17,3,0,3
OpenMM::TabulatedFunction,6,0,6,0,2,0,1,1,0.00%,0,0,0,0,6,2,2,0,2
OpenMM::ThreadPool,120,0,91,29,8,0,2,4,0.32%,55,0,0,1,0,7,7,8,7
OpenMM::ThreadPool::Task,10,0,4,6,0,0,0,0,1.50%,0,0,0,1,14,1,1,0,1
OpenMM::ThreadPool::ThreadData,9,0,9,0,2,0,1,1,0.00%,25,0,0,2,0,1,1,4,1
OpenMM::ThreeParticleAverageSite,41,0,24,17,8,0,2,4,0.71%,0,1,1,1,0,8,2,3,2
OpenMM::TwoParticleAverageSite,36,0,21,15,7,0,2,3,0.71%,0,1,1,1,0,8,2,2,2
OpenMM::UpdateStateDataKernel,85,0,20,65,2,0,1,1,3.25%,0,1,1,5,3,19,13,0,14
OpenMM::ValidateOpenMM,1088,219,518,233,33,3,3,19,0.45%,94,0,0,26,1,24,23,2,24
OpenMM::ValidateOpenMMForces,576,119,293,139,26,2,3,14,0.47%,81,1,1,10,0,40,16,5,16
OpenMM::VariableLangevinIntegrator,158,0,80,78,4,0,1,2,0.97%,81,1,1,7,0,27,15,5,15
OpenMM::VariableLangevinIntegratorProxy,30,1,29,0,8,0,1,2,0.00%,0,1,1,4,0,17,3,0,3
OpenMM::VariableVerletIntegrator,96,0,57,39,4,0,1,2,0.68%,50,1,1,7,0,21,9,2,9
OpenMM::VariableVerletIntegratorProxy,24,1,23,0,6,0,1,2,0.00%,0,1,1,4,0,17,3,0,3
OpenMM::Vec3,114,16,83,15,4,0,1,1,0.18%,38,0,0,0,0,18,18,1,18
OpenMM::VerletIntegrator,67,0,42,25,5,0,1,2,0.60%,16,1,1,6,0,18,6,1,6
OpenMM::VerletIntegratorProxy,22,1,21,0,5,0,1,2,0.00%,0,1,1,4,0,17,3,0,3
OpenMM::VirtualSite,31,0,22,9,2,0,1,1,0.41%,50,0,0,1,4,6,6,1,6
OpenMM::VirtualSitesKernel,20,0,10,10,2,0,1,1,1.00%,0,1,1,4,3,9,3,0,4
OpenMM::VoxelHash,134,14,116,6,29,1,5,15,0.05%,36,0,0,4,0,4,4,9,4
OpenMM::VoxelIndex,10,0,10,0,2,0,1,1,0.00%,0,0,0,0,0,2,2,2,2
OpenMM::VoxelIndex,19,2,16,1,4,0,3,6,0.06%,0,0,0,0,0,2,2,3,2
OpenMM::XmlSerializer,98,4,79,15,11,0,2,6,0.19%,0,0,0,7,0,5,0,0,5
OpenMM::XmlSerializer::StreamReader,18,0,18,0,4,0,1,1,0.00%,33,1,1,2,0,6,3,2,3
OpenMM_SFMT::SFMTData,34,0,22,8,14,0,1,1,0.36%,14,0,0,1,0,1,1,7,1
SFMT,19,0,19,0,3,0,1,1,0.00%,0,0,0,3,0,4,4,1,4
SortTrait,10,0,10,0,1,0,1,1,0.00%,0,1,1,0,0,17,8,0,8
SortTrait,10,0,10,0,1,0,1,1,0.00%,0,1,1,0,0,17,8,0,8
t_complex,30,0,30,0,3,0,1,1,0.00%,0,0,0,0,0,8,8,2,8
TNT::Array1D,169,20,124,8,5,0,1,2,0.06%,49,0,0,2,0,23,23,3,23
TNT::Array2D,198,24,161,5,7,0,1,4,0.03%,51,0,0,1,0,24,24,4,24
TNT::Array3D,197,27,164,3,7,0,2,5,0.02%,44,0,0,2,0,20,20,5,20
TNT::Fortran_Array1D,165,20,115,7,6,0,1,2,0.06%,44,0,0,1,0,20,20,3,20
TNT::Fortran_Array2D,130,19,98,1,5,0,1,2,0.01%,46,0,0,1,0,19,19,4,19
TNT::Fortran_Array3D,133,19,98,0,5,0,1,3,0.00%,37,0,0,1,0,17,17,5,17
TNT::i_refvec,131,13,106,0,7,0,2,5,0.00%,33,0,0,1,0,15,15,2,15
TNT::Matrix,301,70,154,17,8,0,1,5,0.11%,71,0,0,0,0,26,26,7,26
TNT::Sparse_Matrix_CompRow,36,13,23,5,1,0,1,1,0.22%,75,0,0,1,0,9,9,5,9
TNT::Stopwatch,47,1,46,0,6,0,1,2,0.00%,27,0,0,0,0,6,6,3,6
TNT::Vector,250,53,129,16,7,0,1,3,0.12%,40,0,0,0,0,24,24,3,24
