hash,time,message
813e8ef,2012-09-09 20:03:16,Added ACE and NME residues to Amoeba parameter file
32d3f86,2012-09-10 18:23:58,Release the Python global interpreter lock during expensive operations
b27a0bd,2012-09-10 19:37:25,Committing FFTWs to work with complex conjugate arrays. Decoupled energy and force calculation into two separate kernels.
235a88e,2012-09-11 22:22:50,Minor cleanup to PME
222378c,2012-09-13 23:54:23,Began converting AmoebaGeneralizedKirkwoodForce to new CUDA platform
b587b39,2012-09-14 22:04:48,Continuing to convert AmoebaGeneralizedKirkwoodForce to new CUDA platform
ec8b003,2012-09-17 17:50:29,Bug fixes to AmoebaGeneralizedKirkwoodForce
6c0082a,2012-09-17 22:07:54,Bug fixes to AmoebaGeneralizedKirkwoodForce
c246187,2012-09-19 00:07:33,Continuing to convert AmoebaGeneralizedKirkwoodForce to new CUDA platform
f267c51,2012-09-20 21:57:24,Fixed bugs in GK force
04fe244,2012-09-20 22:53:03,Implemented surface area term for GK
d8545b7,2012-09-20 23:53:26,PDBFile loads all frames in the file.  Also fixed a bug.
87df722,2012-09-21 00:29:07,Throw exception if the user tries to compute forces without setting positions first.
c5b6eca,2012-09-21 17:32:06,Added villin tests for GeneralizedKirkwood
20e0118,2012-09-21 17:57:46,Can use OPENMM_CUDA_COMPILER environment variable to set the path to the CUDA compiler
3c130a2,2012-09-22 00:47:14,Fixed bugs in AMOEBA GK
42ddf5c,2012-09-24 23:11:40,Improvements to test cases
a5640f9,2012-09-25 19:56:09,Bug fixes to AMOEBA kernels
1cb85ba,2012-09-25 21:07:42,Minor cleanup to simplify code and eliminate unnecessary memory access
3d98a96,2012-09-25 22:23:57,Fixed bug when using multiple Contexts at once
0126925,2012-09-27 17:22:44,Fixed test cases that used a Context without setting positions
a919f30,2012-09-27 21:12:57,Bug fix to using AmoebaVdwForce without a cutoff
1db349e,2012-09-27 21:43:05,Major cleanup of the AMOEBA API
7b4f4e7,2012-09-28 18:12:56,Bug fixes to amber_file_parser
5a25b4e,2012-09-28 20:07:24,Renamed old CUDA platform to cuda-old
58b094c,2012-09-28 20:09:44,Renamed cuda2 platform to cuda
c6ebf6e,2012-09-28 22:41:55,"Removed the word ""harmonic"" from lots of places it didn't belong  including class and method names"
7492dc4,2012-09-30 00:31:19,Modified Reference platform of AmoebaVdwForce to handle PBC  cutoffs  tapering and dispersion correction
9ad85eb,2012-10-02 18:26:08,Began implementing new mixed precision model that does integration in double precision and force evaluation in single precision
8cda1b7,2012-10-04 20:47:29,Finished implementing mixed precision model
c34bd3b,2012-10-04 20:48:51,Bug fix
b016193,2012-10-05 17:07:36,Eliminated mixed precision accumulation for nonbonded forces  which had negligible benefit
5980100,2012-10-05 17:42:51,Fixed performance bug in mixed precision
1107aa8,2012-10-10 22:04:57,OpenCLArray is no longer templatized and doesn't provide a host buffer.  This is in preparation for adding mixed/double precision support.
65c389f,2012-10-12 17:28:01,Flush the queue after each time step on Windows to reduce UI lag.
9fd73ed,2012-10-12 20:50:50,Fixed compilation errors and warnings on Windows
a3d5f83,2012-10-14 21:54:50,Reference implementation for AmoebaGeneralizedKirkwoodForce
8d6a2a0,2012-10-16 00:33:25,Beginnings of mixed/double precision support in OpenCL
34938e2,2012-10-16 17:30:38,Bug fix
c8dac20,2012-10-17 17:48:00,Continuing to implement double precision in OpenCL
59f8cf8,2012-10-17 23:33:14,Finished implementing double precision for OpenCL
97516d4,2012-10-17 23:52:42,Checking in file that got missed in last commit
68593ba,2012-10-18 11:07:12,LPW attempted bugfixes: (1) Changed unit multipliers in AmoebaVdwForce::getParticleParameters (2) Sorted vectors in exclusionLists so it agrees with atomExclusions
a0a0cac,2012-10-18 17:39:44,"Rolled back ""list sorting"" change but kept commented debug printout"
93497df,2012-10-18 18:01:09,CustomNonbondedForce.cpp  CudaNonbondedUtilities.cpp and CudaKernels.cpp are now fully reverted to 3478.
1de2e2a,2012-10-18 18:10:56,Assorted cleanup and bug fixes
ff7f103,2012-10-19 18:42:26,The test for identical exceptions between nonbonded forces is order insensitive
6d82a92,2012-10-20 00:46:04,Limit thread block size to avoid exceeding available shared memory
53fec1a,2012-10-22 18:54:15,SerializationProxy was missing a virtual destructor
c9d720b,2012-10-22 20:14:26,Bug fixes
967347c,2012-10-22 23:32:14,When adding solvent  leave less of a gap around the edge
5fb78b5,2012-10-23 18:30:13,Updated to newer version of OpenCL C++ bindings
772a685,2012-10-23 18:39:57,Fixed compilation error
e479d79,2012-10-24 19:12:59,Minor fixes and cleanup
d0432e7,2012-10-24 20:38:41,Throw an exception if the user requests double precision on a device that doesn't support it.
925b00e,2012-10-25 23:50:49,Kinetic energy is computed by the Integrator so it can adjust for leapfrog displacements
61bb878,2012-10-26 17:01:26,Bug fixes
bcd378a,2012-10-30 01:30:12,Fixed bug where MonteCarloBarostat would cause molecules to be reordered (see bug 1753)
85eeb49,2012-10-30 12:58:20,Added AMOEBA PME for Reference platoform
4e280d4,2012-10-30 17:37:02,Fixed compilation errors
15387c3,2012-10-30 20:16:25,Patched in #ifdef to fix __cdecl and __stdcall FncPtr incompatibilities.
d253ef4,2012-10-30 20:18:01,fixes WINDOWS_EXPORT if compiling shared DLLs on windows
8cc22e1,2012-10-30 20:24:04,Added Context::applyVelocityConstraints() and Context::setVelocitiesToTemperature()
6f4ec6b,2012-10-30 21:52:34,Created serialization proxy for CustomCompoundBondForce (see bug 1712)
3c8adf0,2012-10-31 18:51:23,OpenCL and CUDA tests are run three times  once for each precision model
490cc91,2012-11-01 00:11:16,Fixed lots of bugs found by mixed/double precision test cases
7c522d6,2012-11-01 20:37:15,Workaround for compiler bug in CUDA 5.0
99bca8c,2012-11-05 20:00:26,Fixed compilation errors on Windows
05198df,2012-11-05 21:16:21,Created CUDA implementation of RPMD
b8b2e1e,2012-11-15 22:33:29,Reverted to April revision - added in #if to resolve MSVC nativeKernel error.
cd6af26,2012-11-16 01:19:55,RPMD supports mixed and double precision
c775bd1,2012-11-16 19:33:12,Fixed error that required Context and Integrator to be deleted in a particular order
873552b,2012-11-16 22:13:51,Deleted free energy plugin
549d62b,2012-11-16 22:20:32,Fixed failing test cases
b8cba79,2012-11-16 23:53:19,Restrict the number of threads in GK kernels based on available shared memory
bab9765,2012-11-17 01:30:48,AMOEBA serialization test cases were failing because they didn't load the plugin
7643aff,2012-11-20 00:22:47,Fixed a bug caused by a missing Define.
dabb49a,2012-11-21 19:45:42,Removed references to free energy plugin
e669662,2012-11-21 22:36:37,Commented out some minor optimizations in AMOEBA that were making the forces incorrect.  AMOEBA energies and forces now agree with TINKER to within 1e-9 (fractional energy) 1e-5 (fractional RMS force error) for NPT simulations on rectangular water boxes with PME and direct or mutual polarizability.
f2e0735,2012-11-21 23:44:20,Added updateParametersInContext() methods to most AMOEBA forces.
38071b4,2012-11-22 00:19:19,StateDataReporter allows an alternate value to be specified for the total mass
6a14b5b,2012-11-22 01:22:56,Avoid errors in updateParametersInContext() when a force contains no bonds.
0d99dbf,2012-11-24 20:18:21,Simple fix to combining rules allowing AMOEBA VdW parameters to be zero.  Zero parameter excludes all interactions involving that particle  in agreement with TINKER.
070354d,2012-11-24 20:21:35,Changed one word
f1171d6,2012-11-26 18:43:16,Cleanup   removed if statements  spaces instead of tabs.
0df0e67,2012-11-27 00:30:53,Fixed errors in AMD implementation of GB
557fbb6,2012-11-27 01:17:55,Bug fix to updateParametersInContext() for AmoebaWcaDispersionForce
d17167f,2012-11-27 17:06:36,Fixed tabbing
a0977e0,2012-11-28 23:40:23,Renamed XML attributes to be consistent with other forces
dbccc9d,2012-11-28 23:41:09,Fixed bug that caused ForceField to generate an incorrect System if used multiple times
21d2b6b,2012-11-29 18:19:17,Fixed bugs in CUDA implementation of AmoebaWcaDispersionForce
fb77094,2012-11-29 19:37:27,Fixed bugs in CUDA implementation of AmoebaWcaDispersionForce
3835b2c,2012-11-29 19:41:49,Reverted previous incorrect checkin
471cbbf,2012-12-03 23:15:08,If a PDB file specifies elements  use them (see bug 1773)
e3d94aa,2012-12-04 00:12:25,Fixed error in updateNeighborListSize() when createInteractionKernel() has not been called (e.g. with AmoebaVdwForce)
4b0fc0a,2012-12-04 21:16:46,Merged Application Guide into User Guide
26a34a7,2012-12-06 19:15:18,Fixed test failures caused by linking to the same library twice  once statically and once dynamically
066c571,2012-12-06 21:31:33,Updates to chapter titles.  Moved Intro and Installation chapters to the very beginning.
dde7b14,2012-12-07 18:12:26,Removed unnecessary calls to load plugins that produced errors
084f034,2012-12-07 18:18:27,Workaround for very slow compilation on Windows
76f2e0b,2012-12-07 22:04:14,CustomGBForce was storing computed values in single precision even when double was requested
fb48658,2012-12-11 21:32:02,Added a missing const keyword
59b6977,2012-12-11 21:33:03,Split a file to work around Visual Studio's limit on the length of string literals
b256555,2012-12-12 21:00:45,Fixed compilation errors on Windows
da66be8,2012-12-12 21:47:21,Compile kernels in 32 bit mode on 64 bit Windows
352e2fc,2012-12-13 00:13:50,Fixed test failures on Windows
2e451b9,2012-12-13 00:56:38,Deleted the old CUDA platform
daedcdb,2012-12-13 18:46:07,testInstallation.py is better able to deal with errors
182eb10,2012-12-13 19:17:30,Deleted obsolete CMake scripts
f015124,2012-12-13 21:01:09,Serialization proxies were storing unnecessary information
d71e72f,2012-12-14 00:49:50,Lots of updates for version 5.0
3926748,2012-12-14 00:50:25,Minor fixes
a6bb39a,2012-12-14 01:11:15,Added an ewaldErrorTolerance option to AmberPrmtopFile
1835509,2012-12-14 18:31:47,When converting to fixed point  multiply by 0x100000000 instead of 0xFFFFFFFF.  This should be (very very slightly) more accurate  since its reciprocal can be exactly represented in floating point.
1a51d34,2012-12-14 18:45:26,Updated version number to 5.0
a09f73f,2012-12-14 21:56:21,Fixed compilation error on some compilers that weren't able to locate a header file.
4a733da,2012-12-14 22:04:53,Deleted obsolete documentation files
05416ef,2012-12-15 01:36:41,Improvement to Python documentation generation
28eebe6,2012-12-17 18:44:21,Workaround for Visual Studio bug that causes very slow compilation
ce22c4e,2012-12-17 19:27:28,Fixed bug in generating AMOEBA C/Fortran wrappers
6a83f3e,2012-12-18 00:44:17,Fixed compilation errors on some older compilers
c4e46a1,2012-12-18 18:11:25,Plugins were ignoring the options for whether to build OpenCL and CUDA test cases
e6220a0,2012-12-18 23:39:27,Updated Python version number to 5.0.
bc63b4b,2012-12-21 19:35:16,Improved Doxygen comments to mention updateParametersInContext().
dcc334a,2012-12-21 19:39:33,Improved Doxygen comments to mention updateParametersInContext().
9b6e831,2012-12-21 20:08:28,Renamed a misnamed method in AmoebaMultipoleForce
1f37587,2012-12-21 21:52:33,Updated Developer Guide for 5.0
94fd9e1,2012-12-22 01:18:57,Further updates to manual for 5.0
042b8c2,2013-01-07 23:01:01,Fixed crashes in variable time step integrators
30fa6ec,2013-01-10 18:47:09,Improved test cases for variable time step integrators
1375899,2013-01-10 19:11:38,Prevent exception when calling getState() before step() has been called.
9ca5ce7,2013-01-10 21:23:31,Added missing imports
77e0274,2013-01-11 18:11:09,Fixed a segfault in mixed precision mode
50aa717,2013-01-11 23:00:39,Adjusted a stochastic test case to make it fail less often
1f7b71c,2013-01-12 01:30:59,Fixed segfault when deleting the Context and Integrator in the wrong order
f028c07,2013-01-12 08:33:37,Modified the AmoebaMultipoleForce.getSystemMultipoleMoments method with two extra arguments  toggle whether to evaluate energy/force and select maximum multipole order.
0c96184,2013-01-12 20:50:51,Revert to revision 3571.
407c0b9,2013-01-13 01:23:09,Moved some code from header to cpp file to avoid an error generating the C wrappers
4911823,2013-01-13 07:10:09,Fixed potential energy discrepancies in large systems between CUDA and Reference platform. The energy calculation now uses the same method as that of reciprocalConvolution so it mirrors the reference implementation. OpenCL is fine.
5c2569b,2013-01-14 04:28:06,On Windows  an incorrect flag was being passed to nvcc
71d89f7,2013-01-14 21:57:32,Eliminated unnecessary copy of the PME grid
c7d9847,2013-01-16 18:47:30,Regenerated amber10.xml based on files from AMBER 12
277ab73,2013-01-19 00:13:48,Added GromacsTopFile
8fc1d49,2013-01-21 01:04:45,Added Serialization support for states. Also added a unit-test.
3cabfb9,2013-01-21 23:58:15,Changes to AMOEBA to better match Tinker
a414ed2,2013-01-22 06:03:36,Included a missing include file for the unit test for State serialization.
68b065e,2013-01-23 19:15:37,Created StateBuilder as a mechanism for creating new State objects
0030a5e,2013-01-23 21:41:05,Added a missing OPENMM_EXPORT for StateBuilder
898ddbe,2013-01-23 22:36:11,Final documentation updates for 5.0.
5d4f86a,2013-01-24 20:20:52,Added state serialization and deserialization support for Python
6371f85,2013-02-05 21:06:27,removed unnecessary print statements
1486a99,2013-02-11 15:15:11,Fixed deserializeState interface to take in a string (so it is consistent with that of deserializeSystem)
60406ed,2013-02-12 03:26:26,Fixed state pickling in the python API.
88812cd,2013-02-14 21:46:15,RPMDIntegrator invokes updateContextState() (see bug 1798)
9bf57c0,2013-02-19 20:50:19,Fixes uninitialized bits occurring in the PaddedNumAtoms regions by properly constructing them. This should hopefully get rid of some of the NaN errors we've been seeing.
c068741,2013-02-20 04:44:59,Support for serialization of Integrator base class  and two derived classes: LangevinIntegrator and VerletIntegrator. Also added support for python serialization via a single deserializeIntegrator()
4244b42,2013-02-20 18:39:00,Added unit tests for integrator serialization.
6c7b873,2013-02-20 23:12:49,Added the header files for integrator serialization.
e11d01f,2013-02-21 00:20:20,Removed unnecessary Integrator base class.
2feee31,2013-02-21 00:21:22,Fixed error in comment
90772fe,2013-02-21 00:22:52,Removed unnecessary include.
475ccb4,2013-02-22 19:13:00,Ensure that pthreads library gets installed before building anything that depends on it
c7e1b59,2013-02-25 20:11:31,Compile device code in 32 or 64 bit mode to match the host code (see bug 1811).
133c1a5,2013-02-25 23:56:44,Avoid uninitialized memory
0637a4c,2013-02-26 19:31:22,Fixed compilation error on Windows
eded2c6,2013-02-26 21:14:41,
29a301b,2013-02-26 21:17:00,Forgot message on last commit. This fixes write/create checkpoint for systems without a RNG.
624c878,2013-02-26 22:27:53,CudaApplyConstraintsKernel::apply() did not set the context as current  leading to errors when using multiple contexts
4386b1a,2013-03-17 11:20:00,Fixed units for AMOEBA dipole and quadrupole moment (now returns Debye and Debye * Angstrom  not Debye/10 and Debye*Angstrom/100.)  Rationale is that Debye/10 is not a common physical unit.  Note that CUDA platform still gets quadrupole to be incorrect.
3050314,2013-03-18 22:12:57,
248e888,2013-03-18 22:27:39,Accidentally added local copy of /docs as subfolder under /docs.  Deleting subfolder and contents.
bc90b21,2013-03-19 19:43:42,Throw exception if an atom type is defined twice
f6d4557,2013-03-22 19:42:23,"Fixes nvcc terminals popping up during CUDA JIT compilation due to invoking system(""nvcc ...""). Replaced with MSVC's native CreateProcess() function."
93c467b,2013-03-22 21:21:21,Merged 5.1Optimizations branch back to trunk
b723e4a,2013-03-22 21:42:19,Replaced lots of tabs with spaces
c4e2663,2013-03-22 21:58:58,Fixed test cases for serializing AMOEBA forces
85f8a7e,2013-03-23 00:31:13,Fixed errors in mixed precision mode
4f911c7,2013-03-25 19:07:15,Cleaned up Python API for XmlSerializer.  Also ensure that deserialized objects are returned as the correct class (see bug 1827)
abf9bd6,2013-03-25 19:21:45,Explicitly check for the return code of nvcc in CUDA JIT compilation.
6f7c46b,2013-03-25 20:26:41,Fixed error in mixed precision mode
df265df,2013-03-26 00:04:02,Fixed compilation error on Windows
00e0bb9,2013-03-27 17:14:04,Fixed bug reading PDB files with multiple locations for some atoms
613bd77,2013-03-27 20:52:34,Fixed errors in mixed precision mode
0a1f459,2013-03-27 21:44:24,Fixed incorrect documentation
403b259,2013-03-28 00:46:05,In double precision mode  compute erfc() exactly instead of approximating it
4d75af9,2013-03-28 18:57:54,Added Context::setState()
0f83704,2013-03-28 22:01:38,Added platform properties to report the CUDA/OpenCL device name and OpenCL platform name
fb13fc6,2013-03-29 21:20:06,GromacsTopFile processes [pairs] lines correctly
aefe9a9,2013-03-29 22:28:41,Improved test cases: use symmetric difference to approximate force instead of one sided difference
0ea02ab,2013-03-29 22:47:48,Fixed failing test cases
a6882a2,2013-03-30 23:49:24,Completed support for serialization of all integrator types. Modified Assertion utilities to allow ASSERT_EQUAL to work on strings. Updated unit tests for testSerializeIntegrators.
8416580,2013-04-01 21:17:40,Removed redundant overload of == operator in AssertionUtilities.h. Removed extraneous version check for serialized integrators and state. Updated unit test to include more details.
8e995a2,2013-04-02 21:48:33,GromacsTopFile supports all terms needed for CHARMM force field
0529f32,2013-04-02 23:15:22,Modified some stochastic test cases to fail less often
9b2b0ca,2013-04-02 23:46:52,Modified some stochastic test cases to fail less often
9a59374,2013-04-03 08:39:47,Modified TestCudaAmoebaMultipoleForce to agree with unit-correction.
b861888,2013-04-03 18:16:58,Copied Lee-Ping's fixes to the CUDA test over to the reference one
886533b,2013-04-03 18:37:31,Robert's refactoring of StateDataReporter to let subclasses add new reported values
a29ebb6,2013-04-03 18:59:13,"Improved ""no template found"" error message to suggest possible causes."
293eccf,2013-04-03 19:07:49,Reduced default constraint tolerance to 1e-5
47b2ac7,2013-04-03 19:57:20,Modeller.addHydrogens() returns a list of what variants were used
cd68d92,2013-04-03 21:37:43,Modeller.addHydrogens() allows the user to provide an XML file with additional residue definitions
a700032,2013-04-03 22:01:33,Added Topology.loadBondDefinitions()
c4e0859,2013-04-03 22:36:48,Replaced hydrogenDefinitions argument with a loadHydrogenDefinitions() method
fea6769,2013-04-03 23:41:10,Bug fix
aee19db,2013-04-03 23:42:30,Fixed reorderAtoms so that it always uses double precision periodicBoxSizeDouble.
4e50d72,2013-04-04 00:39:35,Ensure that CUDA is chosen over OpenCL when both are available
9a55eee,2013-04-05 18:06:47,RPMDIntegrator::getState() applies periodic boundary conditions based on copy 0 (see bug 1833)
8fe900c,2013-04-05 18:56:19,Ensure the build directory really gets created  so copying pthreads library doesn't fail
022a019,2013-04-05 21:18:06,Made some test cases (hopefully) more robust
c0a43bf,2013-04-05 23:46:07,Improved performance of CCMA
41bcc20,2013-04-08 17:14:18,Use peer to peer copying between GPUs when available
9b08302,2013-04-08 19:37:25,Added getPeriodicBoxVolume() to State
54b7eec,2013-04-08 20:08:06,Reduced memory use for random numbers  eliminated unnecessary calculation when generating random numbers
703842b,2013-04-09 00:23:13,Bug fix
d5b8060,2013-04-09 17:44:59,RPMDIntegrator throws an exception if the System includes virtual sites
6395554,2013-04-10 00:38:12,Added some PDB residue and atom synonyms used by Tinker
3e7616f,2013-04-10 19:15:40,RPMD supports virtual sites
83284ce,2013-04-10 22:29:42,Added volatile keyword to fix crashes on some GPUs
01afee8,2013-04-11 19:04:30,Changed workgroup size to work around NVIDIA bug.  This also improves performance slightly.
820a6ba,2013-04-12 00:35:43,When computing kinetic energy  make sure the shifted velocities are perpendicular to the constraints
a106d7d,2013-04-12 17:17:22,Fixed errors in mixed precision mode
11b86e0,2013-04-12 17:42:50,Call cudaProfilerStop() when destroying a context so profiling will work correctly
cbc2117,2013-04-12 17:52:27,Updated version number to 5.1
29256df,2013-04-15 18:56:41,Fixes a race condition in buffer status in findBlocksWithInteractions()
37b86c1,2013-04-15 19:04:49,Fixed bug that prevented constraints being applied when computing kinetic energy
5c4abf7,2013-04-15 19:10:26,CMakeLists now includes .cl and .cu kernel files as part of the project in Visual Studio.
1975777,2013-04-15 19:22:05,Fixes a minor windows compiler invocation issue where C:\Program Files becomes delimited by the space. Also enables debugging libraries to be built in debug mode for WIN32 + Visual Studio.
0307a0d,2013-04-15 19:26:41,Context constructor now uses const System&  guaranteeing that System won't be modified.
681f601,2013-04-16 00:21:51,Fixed bug that caused some TOP files to fail
456b8a0,2013-04-16 00:22:15,Updated version number to 5.1.
c4e9dcd,2013-04-16 21:58:36,Fixed bugs in reading Gromacs files
efa0922,2013-04-17 18:42:21,Context.setState() works in Python
e4b38cc,2013-04-17 21:04:48,Bug fixes
5e6d705,2013-04-17 21:05:47,Created simulateGromacs.py example
ce2cd27,2013-04-19 00:43:26,Bug fix when using peer-to-peer communication
282c6f2,2013-04-19 00:44:01,Fixes a hard to catch bug when a boundingBoxSize increases in size in between a timestep  but does not trigger a rebuild of the neighbourlist. Affects the usage of singlePeriodicCopy in nonbonded force.
0665e20,2013-04-22 21:48:20,Fixed bugs in serializing State from Python
8eba00a,2013-04-22 23:22:05,Optimizations to CustomIntegrator to prevent unnecessary extra force evaluations
74ba76f,2013-04-23 00:21:34,Workaround for bug in AMD's OpenCL for Linux
4e9167d,2013-04-23 18:33:18,Fixed some incorrect argument indices
f472d42,2013-04-23 21:48:08,fixes another argument that was off by 1
aa4dad8,2013-04-24 17:16:07,Changes to read more PDB files with nucleic acids correctly
8175373,2013-04-24 21:11:23,Fixed bug caused by missing synchronization in findInteractingBlocks()
52c7a1f,2013-04-24 22:40:50,Updated Lepton User Manual
77e2ddf,2013-04-24 23:13:17,Allow GBSA definitions to be split between multiple files
b2ac07a,2013-04-24 23:20:47,Improved documentation for loadBondDefinitions()
95696f7,2013-04-25 17:15:28,Disabled peer-to-peer communication  since it currently makes things slower
bcf9f9b,2013-04-25 22:46:19,Fixed thread synchronization problem in RPMD kernels
87b0690,2013-04-25 22:46:41,OpenCL double precision RPMD test was not being run
2777728,2013-04-25 23:06:32,Fixed bugs in AMD specific code for CCMA
647b2ea,2013-04-26 00:16:09,Fixed thread synchronization problem in RPMD kernels
53d469c,2013-04-26 00:40:23,Updating documentation for 5.1
d96606e,2013-04-29 18:13:38,Ensure Python interpreter lock gets reacquired when an exception is thrown.
e7e6eeb,2013-04-29 20:08:11,fixes fft thread divergence  makes hd 6xxx 5xxx cards work
f84fed6,2013-04-29 22:47:22,small typo
4510996,2013-04-30 23:41:40,Fixed example that still depended on the old free energy plugin (see bug 1809)
33589ed,2013-05-01 20:54:42,Fixed vdw parameters for TIP4P-Ew
6a951ba,2013-05-02 17:52:16,Documentation updates for 5.1
299b07a,2013-05-03 21:53:03,Began implementing long range correction for CustomNonbondedForce
78f8d07,2013-05-03 22:04:28,Very minor optimizations and cleanup to building neighborlist
814aae4,2013-05-03 22:12:29,Implemented long range correction for CustomNonbondedForce in OpenCL
c4d8912,2013-05-03 22:56:00,Specified units for some new methods
21847f4,2013-05-04 00:46:13,Began implementing switching function for Lennard-Jones
c2d0506,2013-05-06 17:48:04,When querying multipole moments  avoid recalculating the multipoles if they are already valid
34ca75d,2013-05-06 17:56:52,Fixed compilation error on Windows
9385f81,2013-05-06 18:52:04,Implemented Lennard-Jones switching function for CUDA and OpenCL
44d812e,2013-05-06 20:13:21,Implemented switching function for CustomNonbondedForce
31b85df,2013-05-07 18:26:04,Long range correction for both NonbondedForce and CustomNonbondedForce takes the switching function into account
b35b0d5,2013-05-07 18:45:09,Fixed compilation error on Windows
073e1a7,2013-05-07 20:19:55,Added descriptions of new features in NonbondedForce and CustomNonbondedForce (switching function  long range correction) to the manual.
70ff98d,2013-05-08 17:38:46,Removed lots of units code from AMBER file loader  which made it unnecessarily slow
039bb3f,2013-05-08 17:46:53,Very minor code simplification
ae847dd,2013-05-09 17:11:07,Fixed typo in method name
6fabca1,2013-05-14 00:28:02,Cleaned up reference API for constraints
31d761d,2013-05-14 00:34:38,Began implementing Drude plugin
65caf22,2013-05-14 22:27:00,Fixes a race-condition in compute Range
a175aeb,2013-05-15 00:41:26,Added division operator to Vec3 and RealVec
c7711f7,2013-05-15 00:52:28,Bug fixes to reference implementation of DrudeLangevinIntegrator
09a8475,2013-05-15 22:10:36,Created CUDA implementation of DrudeForce and DrudeLangevinIntegrator
f8c98f3,2013-05-16 00:29:09,Created OpenCL implementation of DrudeForce and DrudeLangevinIntegrator
dd1ae5c,2013-05-16 18:13:02,Added documentation regarding how we construct neighborlists.
aa6abbb,2013-05-16 22:42:55,Added documentation for the GPU nonbonded algorithm.
c25b90c,2013-05-17 17:07:13,Fixed incorrect Windows export
a9f1690,2013-05-17 19:39:25,Created Python wrapper for Drude plugin
832e336,2013-05-17 21:57:50,Fixed compilation error on Windows
7644bc0,2013-05-20 11:10:33,Merge pull request #1 from proteneer/master
6f98dd5,2013-05-20 12:04:45,Implemented Modeller.addExtraParticles().  Also some cleanup in ForceField.
faf5e0f,2013-05-20 12:08:45,Updated CMakeLists to deprecate svn info
d10293c,2013-05-20 15:28:14,Added README.md
9b88efa,2013-05-20 15:30:11,Added README.md
3258ba2,2013-05-20 17:19:11,Merge pull request #3 from kyleabeauchamp/readme_md
5c99a8f,2013-05-20 18:22:02,Added links into README.md for API references
6185317,2013-05-21 13:48:38,Implemented serialization for Drude plugin
c5ad220,2013-05-21 15:10:30,ForceField supports DrudeForce
0faa485,2013-05-21 19:30:50,Merge pull request #4 from peastman/master
4466553,2013-05-21 19:45:08,first working version with shuffle - but breaks lots of existing tests
f44890a,2013-05-22 13:30:35,Fixed bug in CustomIntegrator's handling of massless particles (see bug 1871)
6a7e559,2013-05-22 15:24:07,Fixed errors in DrudeLangevinIntegrator in mixed or double precision mode
7cbb8a0,2013-05-22 17:50:20,Created DrudeSCFIntegrator  including reference implementation
ebe2ad9,2013-05-22 18:39:54,Merge pull request #5 from peastman/master
c5ea0cd,2013-05-23 16:53:43,Fixed linker errors on Windows
7521da4,2013-05-23 17:07:09,Merge pull request #6 from peastman/master
8f5c984,2013-05-23 17:34:12,Created CUDA implementation of DrudeSCFIntegrator
ec39f6f,2013-05-23 18:08:18,nonbonded.cu will now use shuffles on sm_30 or higher
f227666,2013-05-23 18:09:46,Merge branch 'master' of https://github.com/SimTk/openmm
f4591ca,2013-05-23 19:14:15,bugfix to ifdef conditions in nonbonded.cu
562283d,2013-05-23 19:55:00,minor bug fixes
8e6c118,2013-05-23 21:18:47,Fixed debugging commits
08f1039,2013-05-23 21:55:58,Merge pull request #7 from proteneer/master
c78efcb,2013-05-24 10:01:27,Merge branch 'DrudeSCFIntegrator' of https://github.com/peastman/openmm
16bd660,2013-05-24 10:39:04,Created OpenCL implementation of DrudeSCFIntegrator
112b199,2013-05-24 13:34:50,Implemented updateParametersInContext() for DrudeForce
f8f8069,2013-05-24 13:59:41,Added DrudeSCFIntegrator to the Python wrappers
a5dc836,2013-05-24 14:18:24,Include plugins in API documentation
178aa00,2013-05-24 14:43:06,Merge pull request #8 from peastman/DrudeSCFIntegrator
33df840,2013-05-24 15:42:07,Fixed bug on pre-Kepler GPUs.  Also simplified code a little bit.
8a8873c,2013-05-24 16:14:13,Enabled shuffle for double precision
6943ef5,2013-05-24 16:34:18,Merge pull request #9 from peastman/master
18f78c1,2013-05-28 16:44:35,Integrators control when atom reordering gets done  instead of having it happen automatically when forces are evaluated.  This simplifies some code  and also improves unintuitive behavior with CustomIntegrator.
c589f1c,2013-05-28 17:30:32,Merge pull request #11 from peastman/master
6f09ac0,2013-05-29 10:13:39,Added anisotropic MC barostat option  allowing x  y  and z lattice vectors to change independently.
ff4827b,2013-05-29 11:22:08,Changed the variable type of anisotropic from int to bool.
370c840,2013-05-29 12:49:36,add support for long long shuffles
5db397d,2013-05-29 12:58:22,Merge pull request #13 from proteneer/master
c0ccf9e,2013-05-30 11:22:45,Created API and reference implementation for ring polymer contraction
2e0ebb6,2013-05-30 12:12:30,Merge branch 'master' of https://github.com/peastman/openmm
863447a,2013-05-30 17:27:47,Created CUDA implementation of ring polymer contraction
85bf8e9,2013-05-31 06:11:43,Currently in the middle of implementing new version but not finished yet.
8656e3b,2013-05-31 15:09:12,Created OpenCL implementation of ring polymer contraction
ffdce36,2013-05-31 17:17:13,Created Python API for ring polymer contraction
665de79,2013-06-01 05:34:51,Code implemented and passes tests
8d95609,2013-06-01 05:50:39,Replaced some tabs with spaces
b7a24d6,2013-06-01 15:39:09,Removed duplicate kernels  slightly modified API for Python compatibility.
6850656,2013-06-01 19:26:39,Merge commit '5db397d01dcc667c296d3dca2270874cb0d333bf'
bd4876c,2013-06-03 11:15:36,Merge pull request #14 from peastman/contraction
