Class,Lines,Lines,Lines,Lines,Average,Average,Average,Maximum,Ratio,LCOM,DIT,IFANIN,CBO,NOC,RFC,NIM,NIV,WMC
ReferenceVerletDynamics,125,31,57,37,26,3,4,11,0.65%,33,1,1,5,0,14,3,2,3
ReferenceVirtualSites,87,7,68,12,38,3,6,6,0.18%,0,0,0,7,0,4,2,0,4
SFMT,19,0,19,0,3,0,1,1,0.00%,0,0,0,3,0,4,4,1,4
SimTKOpenMMCommon,17,4,12,1,0,0,0,0,0.08%,0,0,0,0,0,0,0,0,0
SimTKOpenMMLog,308,93,83,132,13,3,1,2,1.59%,69,0,0,2,0,12,6,2,12
SimTKOpenMMUtilities,397,79,174,144,15,1,2,8,0.83%,68,0,0,2,0,14,2,0,14
SortTrait,10,0,10,0,1,0,1,1,0.00%,0,1,1,0,0,17,8,0,8
SortTrait,10,0,10,0,1,0,1,1,0.00%,0,1,1,0,0,17,8,0,8
t_complex,30,0,30,0,3,0,1,1,0.00%,0,0,0,0,0,8,8,2,8
TiXmlAttribute,262,23,180,50,7,0,1,14,0.28%,76,1,1,2,0,53,27,5,27
TiXmlAttributeSet,91,10,71,6,6,0,2,4,0.08%,25,0,0,1,0,12,12,1,12
TiXmlBase,662,58,475,147,23,3,4,17,0.31%,91,0,0,2,2,26,11,2,26
TiXmlComment,131,17,82,31,7,1,1,5,0.38%,0,2,1,3,0,102,12,0,12
TiXmlDeclaration,179,19,138,16,8,0,2,14,0.12%,68,2,1,4,0,106,16,3,16
TiXmlDocument,489,53,296,131,11,1,2,14,0.44%,83,2,1,5,0,120,30,6,30
TiXmlElement,631,52,395,116,15,1,3,26,0.29%,28,2,1,6,0,118,28,1,28
TiXmlHandle,186,6,129,44,6,0,2,4,0.34%,21,0,0,4,0,19,19,1,19
TiXmlNode,758,86,460,145,7,0,2,9,0.32%,86,1,1,7,6,90,64,7,64
TiXmlParsingData,139,17,101,23,41,7,8,22,0.23%,22,0,0,2,0,3,3,3,3
TiXmlPrinter,180,10,150,16,7,0,1,4,0.11%,69,1,1,8,0,28,19,5,19
TiXmlText,153,19,111,18,7,0,1,6,0.16%,57,2,1,3,0,104,14,1,14
TiXmlUnknown,89,14,68,6,5,0,1,8,0.09%,0,2,1,3,0,101,11,0,11
TiXmlVisitor,24,3,13,16,1,0,1,1,1.23%,0,0,0,6,1,9,9,0,9
TNT::Array1D,169,20,124,8,5,0,1,2,0.06%,44,0,0,1,0,21,21,3,21
TNT::Array2D,198,24,161,5,7,0,1,4,0.03%,44,0,0,1,0,21,21,4,21
TNT::Array3D,197,27,164,3,7,0,2,5,0.02%,44,0,0,2,0,20,20,5,20
TNT::Fortran_Array1D,165,20,115,7,6,0,1,2,0.06%,44,0,0,1,0,20,20,3,20
TNT::Fortran_Array2D,130,19,98,1,5,0,1,2,0.01%,46,0,0,1,0,19,19,4,19
TNT::Fortran_Array3D,133,19,98,0,5,0,1,3,0.00%,37,0,0,1,0,17,17,5,17
TNT::i_refvec,131,13,106,0,7,0,2,5,0.00%,33,0,0,0,0,15,15,2,15
TNT::Matrix,301,70,154,17,8,0,1,5,0.11%,71,0,0,0,0,26,26,7,26
TNT::Sparse_Matrix_CompRow,36,13,23,5,1,0,1,1,0.22%,75,0,0,1,0,9,9,5,9
TNT::Stopwatch,47,1,46,0,6,0,1,2,0.00%,27,0,0,0,0,6,6,3,6
TNT::Vector,250,53,129,16,7,0,1,3,0.12%,40,0,0,0,0,24,24,3,24
